,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Y
0,4.580032492287909,3.284148227465624,5.64132248468186,1.9842786692245586,3.634872480604941,-0.7911099346158292,5.253335872281754,3
1,-2.2131812317219044,-1.0771400355499068,-0.48606540131755704,-4.471383197410637,-1.4386884487277323,-0.7964162011163523,-0.5652986369528807,1
2,0.30515204128497847,3.3779971996334734,1.8012618932456088,2.2656666784007267,4.038913236053884,2.512541363204678,-0.263100471722963,2
3,-0.07563894981955854,0.9210953842482534,-2.013551175883726,-0.42047149401959916,0.878132565599576,1.951521238001083,-2.054607687737595,1
4,6.129777525735078,4.415595417768066,1.865015838636151,4.354565203464173,5.222994684328678,4.710356296056326,5.393638652475912,4
5,-0.11246491138986814,3.0522539074124055,0.7691196026674132,1.9980383142805829,0.4419345851750981,1.5630303097991316,0.06385765403309929,2
6,3.5842820382097633,-0.6071246216417312,4.857761276294559,3.92952137732054,0.5360003447505582,0.07338365811225267,3.6431313167201322,3
7,2.055426083204482,3.893105416385944,2.3391303416947498,0.4409914579555062,4.124908745430727,0.29948876202943475,5.363837980421038,3
8,-1.9412227765908838,5.614103692614254,1.6372055523080429,3.2555793801181085,-1.1703405655132195,-0.07586836680360798,2.2078660273329236,2
9,5.446816800353097,5.88352495721201,4.5142615121072165,5.995003177544557,5.596714229500867,2.73133856408605,4.832177463605786,4
10,0.9657930442237492,3.4095189138675512,2.2327548756953797,4.509448776022076,0.4997249468735765,4.503754009582971,2.73473839661142,3
11,1.9005347229521228,-2.1023500361997174,-0.014681550012967781,1.0706993635446593,-0.7873887969536418,0.29894919347587634,0.8727072201514386,1
12,4.017076585728139,6.409976515680237,3.651717692387269,2.821538564778834,3.033495289676746,3.6741484781043243,4.893030128509246,3
13,4.210038811549013,4.787463760279524,7.208195082843873,6.066902247626725,5.547943210471194,3.238817578839253,1.0551347306185705,4
14,1.620844073856951,0.5939461384408966,-1.3789984881655115,3.722731837974881,-0.16851235578407742,0.7531018252214078,-0.3877426393815523,1
15,1.9654347190676138,1.3197885095633524,2.7586608321053445,5.777570776488761,0.38074504116045116,1.97603330124465,2.3357400441594476,3
16,2.9651466805822464,1.0673572967235967,3.7408309461959863,0.2118966365441794,0.8761327193054775,1.6681620182016446,-0.13954521822535226,2
17,3.4115955466832824,3.440591890412767,2.2798292410567953,2.148517915229508,4.17122859483157,4.618237534577452,3.0806609278473625,3
18,2.3077119186879798,6.284697423774201,2.828516576583633,2.126116685274786,1.99766556284701,-0.1817599428069654,3.4171361551159616,3
19,-0.3856884299194141,0.42512547983296406,2.616084297644633,-1.3782602748169275,0.7173531736890676,1.2999828296413485,0.12718268613077632,2
20,2.6885501436538117,0.7316219431246298,-0.6945265510402165,0.48204360546663516,-0.24886298605871404,-0.15199491591023584,0.26504090587444107,1
21,1.2269487258945009,1.1805831727288496,0.3365050009627,-1.3603935144395756,1.1934454484087385,1.2527582798683812,0.15929591169138535,1
22,4.046054763056193,6.93366374981548,4.622641446893848,6.036356484525314,2.8171266104330837,4.084074827959575,6.0827639277055985,4
23,7.374772964676078,5.054270718333782,6.55058191162028,5.88676869602515,4.1977323529905535,3.961679417728632,6.390823814073202,4
24,9.04829761784139,4.213857240434925,5.61063100131279,4.506300447408564,2.777357280925558,5.261793151459765,3.4352574496820663,4
