,p1,p2,p3,p4,p5,p6,p7,p8,p9,Y
0,0.4967141530112327,-2.027652860234237,11.295377076201385,4,1,4.507449522000175,1.9711400756530786,0.0336372142345783,-1.5084273940528632,2
1,0.25739992534469336,-2.1816962865561322,9.242993787882353,6,2,1.0670807881254485,1.972040341862019,0.005877169570745275,-4.123564216271922,1
2,-0.7506147172558728,-1.736728535057636,12.49228005728686,8,4,0.3347186010264717,2.462190874499979,0.06679656060278391,-3.4481009460250682,4
3,0.026374772849561846,-1.9479356597154698,9.209708916964415,4,5,1.4165836483245369,0.707701356890237,0.012647453083237559,-1.2683911094263787,4
4,0.5848758398705177,-1.7537608519118866,11.643800528002373,7,3,0.8331430982624661,2.011525033137789,0.0012951752704275594,-0.08562920697161594,6
5,-0.84800947576614,-1.738818728410204,11.848415932436067,5,0,2.6376789529043685,0.9768092548212698,1.9573438823249603,-0.5556964173034179,2
6,-0.9936313199284519,-2.2126801610961047,8.723848168470088,6,3,3.4471512610546458,2.112448543129558,0.0013771754782739387,-0.5312339934880365,4
7,-1.0431590782065956,-2.1641711382430406,11.330291709026667,11,1,5.300692859886759,3.126612473386902,0.12618642743751515,-5.1286295579378205,1
8,-1.5603521086836527,-2.0061955206947415,8.758143152239064,8,5,0.40077374642803476,4.626777716999028,0.03233799955229912,-5.578961826501226,3
9,-0.29050317334863224,-1.977574390587545,12.501590245608163,6,2,0.4547986800790285,2.4680075336945064,0.7326290247507646,-1.6450647017042517,2
10,0.5194758406141622,-2.2537500761509803,10.48084005239242,11,2,0.8293035562301534,1.5083162158799417,0.47577639519690956,-3.7250079434916628,2
11,0.20586486685062783,-1.7666476581643829,5.8547204428512885,7,0,0.9760363331954138,4.448457249313323,0.028004645897953432,-1.8665845424025018,1
12,-1.8522107446129081,-2.216199798310537,10.157127651021666,5,2,0.4584770663836693,3.933191486683054,0.06408712611363303,-12.843018710771572,3
13,-1.6237311146339946,-2.020356786454151,6.380417803410908,4,1,2.029266828515617,2.662929083887912,1.3512879457369136,-2.084729685130605,3
14,-1.0376431755025746,-1.8812683685685938,12.205361244336984,7,3,1.0890355161412255,3.2772652875116575,0.0012724893679109325,-0.7472298425814137,1
15,-0.13105215734690506,-2.040129220513505,6.619754220109346,9,1,0.8370603847815515,2.3251026087806417,0.00036837269698189424,-0.08639968544196222,1
16,-0.7601861461745268,-2.420316802169208,8.38048663084622,8,2,1.6569807509902932,3.684698505436119,0.0063138543268756895,-3.1472535060655034,3
17,-1.6692835213947237,-1.887356501056132,10.840766864202015,7,0,0.33629572106786937,2.1462229396848485,0.7868050331678325,-5.142001051926709,2
18,-0.9217709932130886,-2.117263526839553,12.327998289257213,3,1,0.5226402444156079,2.1226877832770032,0.017302790221785568,-0.7150882915194503,2
19,-0.43149555155981106,-1.9121248906704313,9.997476362324493,4,1,3.446175073731126,2.4663995966302585,1.4967240811647071,-0.16324072162302475,2
20,-0.012325426303703134,-2.105516202132085,9.424817606664497,7,4,3.5783203396171643,2.8396644937884625,0.16248146502857086,-1.8642151172352683,5
21,-2.1389786535180946,-1.7775877525800907,10.071603105220515,6,4,0.9783238505021984,3.825003520697658,0.5272053822735803,-0.3821879707461053,3
22,1.1003229392316853,-2.3965254833147713,7.699500973707208,8,1,6.4032069420573094,2.7463552028776914,0.15865075277927274,-0.0046741790491010475,1
23,-0.8336648231326843,-2.108424176374456,8.279653223916563,7,3,1.099158506686072,2.850232934816079,0.2848164823784535,-0.4176994886387896,3
24,1.4156143640642713,-2.217057279815028,8.767383926747323,7,4,0.8680251194483712,2.381909647652386,1.4658638958968406,-1.0211442214700326,5
25,1.128522152220211,-1.9711615431537812,7.769482799280082,5,2,3.814621804670077,1.8988621126737155,0.0001235235594185428,-1.0475958109816232,2
26,-0.9444763643716589,-1.960011276296215,6.919293151216521,12,1,2.9995639160534355,7.196378167238149,0.008117965256369415,-2.9077906737964847,3
27,0.9155070985480956,-2.1207083945455976,12.324590334416436,3,4,1.0045828810061137,1.5166293153256123,0.03279203716748575,-1.2868401454057095,4
28,0.8509974083019054,-1.9644490150999099,8.293920576975925,8,1,1.1567675751604112,1.8067330478288144,2.2910515618813165,-7.495175406307443,2
29,-0.43060314972978897,-2.238785617104785,9.111402012803364,10,4,2.3816996210749957,4.788501674182051,1.28698956646171,-0.0855748449668904,3
30,0.3185454990658182,-2.135911886901082,5.583223061007056,6,2,2.550690524888319,4.983917298518702,0.40083729432290593,-0.9864233476442444,3
31,0.5768130513099409,-1.5737782407062935,14.880439335605914,7,2,2.030257716569712,3.7208959869875415,0.011019310760365468,-0.06987346684946776,1
32,0.6083454938077401,-2.127334681607511,9.182245642250512,8,1,3.0273279757830607,2.2038111479964044,0.9418617545102095,-1.5871177728343617,1
33,-0.7095021339760793,-1.9774611972558254,10.954044978363388,9,1,5.623517120192244,2.0836608763699425,0.7068159481378675,-2.9761894200172767,2
34,0.9403013107188896,-2.111526089877332,7.88092728966216,7,4,1.0322477537903205,3.128258459955724,0.32132574758570714,-1.4393560980186655,3
35,0.22444485207555556,-1.8676937054366398,8.84048472126497,6,3,2.250531275390177,1.7533105998875538,0.7067147395533145,-0.36104650412709854,4
